epoch,train_loss,valid_loss,epoch_time
1,0.713154754191637,0.6624875883261363,45.16985368728638
2,0.6461544199287892,0.6358082304398219,43.147369623184204
3,0.6485082167387008,0.6661109507083893,43.83789920806885
4,0.6551058466732502,0.6876478562752406,44.02402949333191
5,0.6309087464213371,0.5954106380542119,43.5867063999176
6,0.648301937431097,0.5660988400379817,44.121129751205444
7,0.6164959365129471,0.6532596389452616,42.64734435081482
8,0.6295473089814186,0.6257181157668431,42.93726968765259
9,0.6478148880600929,0.6188746750354767,42.70688009262085
10,0.6250993192195893,0.5965506911277771,42.456032037734985
11,0.6284844252467156,0.6470868666966756,41.59613609313965
12,0.5998468548059464,0.5996556361516316,43.0386483669281
13,0.6227147474884986,0.6286585122346878,40.47823476791382
14,0.6363224275410175,0.608547975619634,42.17483735084534
15,0.6033442662656308,0.6182816127936045,43.24957799911499
16,0.6231194199621677,0.6817559013764064,42.44231724739075
17,0.6062986235320568,0.6367026885350545,42.48895621299744
18,0.6165166772902012,0.6607216308514278,42.82051348686218
19,0.6227041698992253,0.626558635632197,43.44742155075073
20,0.617186922878027,0.5832289119561513,43.813666343688965
21,0.6273154224455356,0.5858616878588995,41.996023654937744
22,0.5943437772989273,0.5970549662907918,43.947123765945435
23,0.6109512317180633,0.5875012050072352,42.62554717063904
24,0.6219890953600407,0.6896164397398631,42.99368453025818
25,0.6091818256676197,0.5547299802303314,42.97761106491089
26,0.5958239710330964,0.6398160696029663,42.80190372467041
27,0.6014048433303834,0.6102867037057876,43.67056751251221
28,0.6039617763459683,0.639109746615092,42.77262210845947
29,0.5986468808352947,0.5858078916867574,43.071035861968994
30,0.6022038175165654,0.5518343180418015,43.50725865364075
31,0.5979262271523476,0.6113438824812572,43.21142077445984
32,0.6007072399556637,0.6223543991645177,43.69071340560913
33,0.6154614496231079,0.582727387547493,42.486286878585815
34,0.6011846992373466,0.6015844722588857,41.48796057701111
35,0.592401662170887,0.5826199660698573,43.23851466178894
36,0.5945359322428704,0.5897525171438853,43.08626842498779
37,0.6021687178313733,0.6039501041173935,43.69701433181763
38,0.6142671284079552,0.6396328687667847,43.64319562911987
39,0.5977361853420734,0.6182166467110316,43.21278929710388
40,0.6154182811081409,0.55813500781854,43.38433861732483
41,0.6261537550389766,0.6424261937538783,42.81928610801697
42,0.6203514243662357,0.6108345021804173,42.81882381439209
43,0.6262954640388488,0.5605693211158117,43.007211685180664
44,0.611706024557352,0.5946515371402105,42.70983600616455
45,0.591917978078127,0.5856201261281967,42.21358513832092
46,0.6138939173519611,0.6257289389769236,43.21014904975891
47,0.6080543087422847,0.5779345830281576,42.581108808517456
48,0.614689612686634,0.6482217073440552,42.666741371154785
49,0.6032446481287479,0.7015792787075043,43.7265202999115
50,0.6165340754389763,0.6058199087778727,43.043142318725586
51,0.6096217270195484,0.5548294653495153,43.24762034416199
52,0.6055786867439746,0.6451693604389827,42.98616647720337
