epoch,global_step,total_loss,spectrum_loss,ssim_loss,rfi_loss,detection_loss,alpha,beta,gamma,delta
203,46791,0.070291,0.029868,0.043615,0.973136,0.009631,0.9500,0.0500,0.0000,0.1000
203,46841,0.072827,0.029780,0.077927,0.978443,0.033351,0.9500,0.0500,0.0000,0.1000
204,46921,0.046773,0.030760,0.055624,0.978011,0.020387,0.9800,0.0200,0.0000,0.1000
204,46971,0.075076,0.033934,0.086834,0.975315,0.021738,0.9500,0.0500,0.0000,0.1000
204,47021,0.099362,0.062432,0.054559,0.977713,0.019855,0.9500,0.0500,0.0000,0.1000
204,47071,0.100627,0.045146,0.050512,0.973925,0.014825,0.9300,0.0700,0.0000,0.1000
205,47151,0.157588,0.058046,0.076533,0.969789,0.643177,0.9500,0.0500,0.0000,0.1000
205,47201,0.085766,0.045726,0.087654,0.977285,0.026918,0.9500,0.0500,0.0000,0.1000
205,47251,0.028752,0.029762,0.099130,0.975264,0.019661,1.0000,0.0000,0.0000,0.1000
205,47301,0.075947,0.029909,0.057125,0.980056,0.062720,0.9500,0.0500,0.0000,0.1000
206,47381,0.094777,0.055005,0.032422,0.976401,0.038096,0.9500,0.0500,0.0000,0.1000
206,47431,0.058288,0.043098,0.119485,0.976271,0.027027,0.9800,0.0200,0.0000,0.1000
206,47481,0.082479,0.036321,0.066898,0.976227,0.074949,0.9500,0.0500,0.0000,0.1000
206,47531,0.095158,0.058208,0.065270,0.978650,0.013510,0.9500,0.0500,0.0000,0.1000
207,47611,0.044274,0.045166,0.052558,0.973982,0.036239,1.0000,0.0000,0.0000,0.1000
207,47661,0.190996,0.120200,0.239217,0.979767,0.441357,0.9500,0.0500,0.0000,0.1000
207,47711,0.084777,0.046553,0.081625,0.975049,0.010964,0.9500,0.0500,0.0000,0.1000
207,47761,0.186603,0.089193,0.059378,0.974386,0.664958,0.9500,0.0500,0.0000,0.1000
208,47841,0.166247,0.027871,0.079422,0.976888,0.033483,0.8386,0.1614,0.0000,0.1000
208,47891,0.108537,0.064579,0.063268,0.977727,0.093240,0.9500,0.0500,0.0000,0.1000
208,47941,0.088853,0.095285,0.123627,0.983134,0.030972,1.0000,0.0000,0.0000,0.1000
208,47991,0.093050,0.056355,0.081697,0.975654,0.009622,0.9500,0.0500,0.0000,0.1000
209,48071,0.084345,0.041067,0.055988,0.979982,0.051334,0.9500,0.0500,0.0000,0.1000
209,48121,0.020064,0.016446,0.049230,0.974111,0.052619,1.0000,0.0000,0.0000,0.1000
209,48171,0.132389,0.029833,0.034631,0.975625,0.022402,0.8786,0.1214,0.0000,0.1000
209,48221,0.091621,0.052995,0.077407,0.973838,0.024874,0.9500,0.0500,0.0000,0.1000
210,48301,0.043262,0.046808,0.094836,0.981421,0.011349,1.0000,0.0000,0.0000,0.1000
210,48351,0.119288,0.034148,0.081487,0.977280,0.029072,0.8991,0.1009,0.0000,0.1000
210,48401,0.076509,0.035131,0.087081,0.972648,0.027033,0.9500,0.0500,0.0000,0.1000
210,48451,0.033304,0.035919,0.081029,0.975585,0.009763,1.0000,0.0000,0.0000,0.1000
211,48531,0.117868,0.079847,0.110903,0.979040,0.055427,0.9500,0.0500,0.0000,0.1000
211,48581,0.092263,0.050336,0.072348,0.976351,0.052891,0.9500,0.0500,0.0000,0.1000
211,48631,0.041377,0.043375,0.049477,0.977774,0.023396,1.0000,0.0000,0.0000,0.1000
211,48681,0.086683,0.048287,0.060893,0.979954,0.012996,0.9500,0.0500,0.0000,0.1000
212,48761,0.070455,0.028177,0.051110,0.978741,0.023204,0.9500,0.0500,0.0000,0.1000
212,48811,0.057552,0.047318,0.059190,0.971803,0.149659,1.0000,0.0000,0.0000,0.1000
212,48861,0.189476,0.082785,0.055035,0.975360,0.042602,0.8622,0.1378,0.0000,0.1000
212,48911,0.080597,0.035728,0.091017,0.976396,0.061114,0.9500,0.0500,0.0000,0.1000
213,48991,0.036204,0.036105,0.056042,0.978255,0.037093,1.0000,0.0000,0.0000,0.1000
213,49041,0.070650,0.028535,0.079673,0.979554,0.021722,0.9500,0.0500,0.0000,0.1000
213,49091,0.106133,0.032324,0.058558,0.974514,0.346434,0.9500,0.0500,0.0000,0.1000
213,49141,0.037141,0.030115,0.064378,0.975942,0.015251,0.9900,0.0100,0.0000,0.1000
214,49221,0.084721,0.034071,0.075129,0.976833,0.116326,0.9500,0.0500,0.0000,0.1000
214,49271,0.072425,0.030062,0.085010,0.980869,0.025825,0.9500,0.0500,0.0000,0.1000
214,49321,0.264859,0.114404,0.473722,0.978866,0.055909,0.7991,0.2009,0.0000,0.1000
214,49371,0.088010,0.044786,0.173534,0.976654,0.057688,0.9500,0.0500,0.0000,0.1000
215,49451,0.103979,0.067101,0.101501,0.977981,0.025986,0.9500,0.0500,0.0000,0.1000
215,49501,0.037755,0.036060,0.090954,0.973617,0.053012,1.0000,0.0000,0.0000,0.1000
215,49551,0.116505,0.029809,0.146947,0.977703,0.035974,0.8991,0.1009,0.0000,0.1000
215,49601,0.086647,0.045684,0.106444,0.976651,0.036379,0.9500,0.0500,0.0000,0.1000
216,49681,0.061009,0.055348,0.083315,0.976581,0.111959,1.0000,0.0000,0.0000,0.1000
216,49731,0.165171,0.048277,0.062929,0.976829,0.799370,0.9500,0.0500,0.0000,0.1000
216,49781,0.090190,0.051981,0.140050,0.975341,0.018563,0.9500,0.0500,0.0000,0.1000
216,49831,0.058290,0.034070,0.129916,0.979281,0.021066,0.9700,0.0300,0.0000,0.1000
217,49911,0.076678,0.037179,0.070140,0.976279,0.009580,0.9500,0.0500,0.0000,0.1000
217,49961,0.115173,0.080846,0.094366,0.979702,0.019626,0.9500,0.0500,0.0000,0.1000
217,50011,0.035587,0.034902,0.057490,0.979680,0.041753,1.0000,0.0000,0.0000,0.1000
217,50061,0.177626,0.055883,0.057639,0.975719,0.859388,0.9500,0.0500,0.0000,0.1000
218,50141,0.154977,0.052793,0.057558,0.974973,0.659650,0.9500,0.0500,0.0000,0.1000
218,50191,0.021677,0.020875,0.041280,0.977128,0.028900,1.0000,0.0000,0.0000,0.1000
218,50241,0.178928,0.049139,0.122714,0.976631,0.094910,0.8500,0.1500,0.0000,0.1000
218,50291,0.068514,0.024940,0.054962,0.981821,0.030087,0.9500,0.0500,0.0000,0.1000
219,50371,0.070956,0.068415,0.102692,0.980579,0.011727,0.9900,0.0100,0.0000,0.1000
219,50421,0.084459,0.044450,0.066678,0.977385,0.024719,0.9500,0.0500,0.0000,0.1000
219,50471,0.090787,0.030482,0.138959,0.977927,0.207182,0.9500,0.0500,0.0000,0.1000
219,50521,0.022749,0.023251,0.077328,0.979092,0.018225,1.0000,0.0000,0.0000,0.1000
220,50601,0.180576,0.063829,0.078497,0.977012,0.402024,0.8991,0.1009,0.0000,0.1000
220,50651,0.082880,0.036563,0.109905,0.978933,0.075664,0.9500,0.0500,0.0000,0.1000
220,50701,0.079133,0.085162,0.048898,0.977409,0.024868,1.0000,0.0000,0.0000,0.1000
220,50751,0.089312,0.050230,0.079294,0.975525,0.024668,0.9500,0.0500,0.0000,0.1000
221,50831,0.113176,0.079476,0.037843,0.974792,0.013586,0.9500,0.0500,0.0000,0.1000
221,50881,0.236687,0.176515,0.087071,0.977978,0.345438,0.9400,0.0600,0.0000,0.1000
221,50931,0.083945,0.042127,0.096348,0.972170,0.041787,0.9500,0.0500,0.0000,0.1000
221,50981,0.070280,0.026890,0.061016,0.977450,0.033041,0.9500,0.0500,0.0000,0.1000
222,51061,0.076988,0.044795,0.213718,0.973731,0.115908,0.9700,0.0300,0.0000,0.1000
222,51111,0.075546,0.034598,0.057836,0.975745,0.020564,0.9500,0.0500,0.0000,0.1000
222,51161,0.065775,0.023462,0.077206,0.977322,0.017352,0.9500,0.0500,0.0000,0.1000
222,51211,0.027391,0.027671,0.096852,0.977659,0.024872,1.0000,0.0000,0.0000,0.1000
223,51291,0.095502,0.058640,0.076787,0.975340,0.014740,0.9500,0.0500,0.0000,0.1000
223,51341,0.084519,0.044103,0.062353,0.973698,0.029951,0.9500,0.0500,0.0000,0.1000
223,51391,0.027900,0.029171,0.062683,0.976493,0.016460,1.0000,0.0000,0.0000,0.1000
223,51441,0.124240,0.089339,0.080831,0.974204,0.040155,0.9500,0.0500,0.0000,0.1000
224,51521,0.080769,0.041954,0.079383,0.974613,0.010403,0.9500,0.0500,0.0000,0.1000
224,51571,0.047983,0.050932,0.035046,0.971870,0.021439,1.0000,0.0000,0.0000,0.1000
224,51621,0.324151,0.325067,0.104428,0.973359,0.024175,0.9500,0.0500,0.0000,0.1000
224,51671,0.069901,0.032956,0.112422,0.979580,0.053940,0.9591,0.0409,0.0000,0.1000
225,51751,0.033366,0.033485,0.083477,0.975933,0.032296,1.0000,0.0000,0.0000,0.1000
225,51801,0.090505,0.025001,0.035400,0.978366,0.020107,0.9231,0.0769,0.0000,0.1000
225,51851,0.079898,0.041226,0.091103,0.975821,0.007385,0.9500,0.0500,0.0000,0.1000
225,51901,0.351294,0.387361,0.078974,0.980287,0.026695,1.0000,0.0000,0.0000,0.1000
226,51981,0.186829,0.064574,0.306055,0.980789,0.652908,0.9231,0.0769,0.0000,0.1000
226,52031,0.090039,0.052399,0.118930,0.974623,0.176039,0.9695,0.0305,0.0000,0.1000
226,52081,0.033674,0.031751,0.061425,0.974267,0.050977,1.0000,0.0000,0.0000,0.1000
226,52131,0.116616,0.080689,0.073977,0.977593,0.036357,0.9500,0.0500,0.0000,0.1000
227,52211,0.095757,0.053432,0.055653,0.979359,0.060020,0.9500,0.0500,0.0000,0.1000
227,52261,0.033733,0.034381,0.050299,0.976491,0.027904,1.0000,0.0000,0.0000,0.1000
227,52311,0.063940,0.021244,0.052482,0.975208,0.018921,0.9500,0.0500,0.0000,0.1000
227,52361,0.091747,0.046939,0.043731,0.975230,0.077291,0.9500,0.0500,0.0000,0.1000
228,52441,0.027887,0.027962,0.052990,0.974752,0.027211,1.0000,0.0000,0.0000,0.1000
228,52491,0.084554,0.046546,0.056665,0.974250,0.009166,0.9500,0.0500,0.0000,0.1000
228,52541,0.101182,0.060744,0.045703,0.981258,0.050886,0.9500,0.0500,0.0000,0.1000
228,52591,0.083412,0.031258,0.076609,0.977377,0.041897,0.9400,0.0600,0.0000,0.1000
229,52671,0.156231,0.085451,0.061262,0.980343,0.390548,0.9500,0.0500,0.0000,0.1000
229,52721,0.096576,0.056321,0.094211,0.981475,0.042554,0.9500,0.0500,0.0000,0.1000
229,52771,0.057611,0.048698,0.060367,0.975748,0.137827,1.0000,0.0000,0.0000,0.1000
229,52821,0.099501,0.059541,0.068024,0.978095,0.045793,0.9500,0.0500,0.0000,0.1000
230,52901,0.098537,0.029407,0.048202,0.974617,0.295363,0.9500,0.0500,0.0000,0.1000
230,52951,0.036832,0.034595,0.058890,0.972642,0.056965,1.0000,0.0000,0.0000,0.1000
230,53001,0.137589,0.080264,0.036647,0.977286,0.249855,0.9500,0.0500,0.0000,0.1000
230,53051,0.124445,0.085881,0.046839,0.977820,0.070147,0.9500,0.0500,0.0000,0.1000
231,53131,0.032826,0.034874,0.067003,0.976246,0.014402,1.0000,0.0000,0.0000,0.1000
231,53181,0.066029,0.022807,0.063548,0.975315,0.026394,0.9500,0.0500,0.0000,0.1000
231,53231,0.090211,0.048784,0.048274,0.974170,0.046623,0.9500,0.0500,0.0000,0.1000
231,53281,0.724369,0.802712,0.032813,0.977648,0.019290,1.0000,0.0000,0.0000,0.1000
232,53361,0.072232,0.032039,0.044996,0.977516,0.008505,0.9500,0.0500,0.0000,0.1000
232,53411,0.079012,0.040474,0.067709,0.975443,0.005120,0.9500,0.0500,0.0000,0.1000
232,53461,0.050642,0.026053,0.048001,0.973933,0.016010,0.9700,0.0300,0.0000,0.1000
232,53511,0.190921,0.027716,0.064983,0.976127,0.320409,0.8431,0.1569,0.0000,0.1000
233,53591,0.071333,0.027281,0.043452,0.979008,0.039521,0.9500,0.0500,0.0000,0.1000
233,53641,0.030316,0.030701,0.063109,0.970251,0.026844,1.0000,0.0000,0.0000,0.1000
233,53691,0.087472,0.047983,0.052387,0.975921,0.025298,0.9500,0.0500,0.0000,0.1000
233,53741,0.078483,0.039488,0.036843,0.973584,0.009095,0.9500,0.0500,0.0000,0.1000
234,53821,0.044641,0.047707,0.038299,0.975132,0.017053,1.0000,0.0000,0.0000,0.1000
234,53871,0.054816,0.009909,0.068563,0.982567,0.021285,0.9500,0.0500,0.0000,0.1000
234,53921,0.084480,0.042070,0.069721,0.977595,0.045176,0.9500,0.0500,0.0000,0.1000
234,53971,0.098540,0.025798,0.039243,0.980790,0.753216,1.0000,0.0000,0.0000,0.1000
235,54051,0.082351,0.043032,0.046272,0.977524,0.015703,0.9500,0.0500,0.0000,0.1000
235,54101,0.040633,0.013947,0.053204,0.978739,0.016379,0.9695,0.0305,0.0000,0.1000
235,54151,0.028406,0.028796,0.067850,0.976366,0.024902,1.0000,0.0000,0.0000,0.1000
235,54201,0.064438,0.021663,0.055281,0.977506,0.019288,0.9500,0.0500,0.0000,0.1000
236,54281,0.106249,0.071511,0.059688,0.975206,0.012229,0.9500,0.0500,0.0000,0.1000
236,54331,0.034635,0.036307,0.058110,0.973178,0.019593,1.0000,0.0000,0.0000,0.1000
236,54381,0.075494,0.035239,0.059748,0.977230,0.013893,0.9500,0.0500,0.0000,0.1000
236,54431,0.093772,0.056439,0.032617,0.976648,0.015674,0.9500,0.0500,0.0000,0.1000
237,54511,0.111786,0.054689,0.050921,0.977337,0.625659,1.0000,0.0000,0.0000,0.1000
237,54561,0.111828,0.072745,0.047421,0.972183,0.058826,0.9500,0.0500,0.0000,0.1000
237,54611,0.073918,0.032338,0.066949,0.973348,0.024681,0.9500,0.0500,0.0000,0.1000
237,54661,0.060976,0.037579,0.080068,0.976092,0.018146,0.9700,0.0300,0.0000,0.1000
238,54741,0.074286,0.034599,0.048589,0.973985,0.008746,0.9500,0.0500,0.0000,0.1000
238,54791,0.075522,0.033159,0.056184,0.977435,0.031861,0.9500,0.0500,0.0000,0.1000
238,54841,0.044750,0.047693,0.058609,0.976849,0.018261,1.0000,0.0000,0.0000,0.1000
238,54891,0.077010,0.037077,0.048927,0.973666,0.014949,0.9500,0.0500,0.0000,0.1000
239,54971,0.117589,0.052783,0.025983,0.975703,0.285526,0.9500,0.0500,0.0000,0.1000
239,55021,0.059414,0.034029,0.069477,0.975559,0.033664,0.9700,0.0300,0.0000,0.1000
239,55071,0.081805,0.040554,0.046510,0.972834,0.033537,0.9500,0.0500,0.0000,0.1000
239,55121,0.192543,0.170544,0.031609,0.975089,0.028488,0.9500,0.0500,0.0000,0.1000
240,55201,0.028896,0.030005,0.074780,0.977175,0.018915,1.0000,0.0000,0.0000,0.1000
240,55251,0.119691,0.018553,0.056454,0.977882,0.598232,0.9500,0.0500,0.0000,0.1000
240,55301,0.069773,0.037508,0.029232,0.976579,0.022096,0.9600,0.0400,0.0000,0.1000
240,55351,0.258111,0.103393,0.070649,0.978130,0.698765,0.8791,0.1209,0.0000,0.1000
241,55431,0.149115,0.019927,0.057059,0.976255,0.020760,0.8500,0.1500,0.0000,0.1000
241,55481,0.076796,0.036142,0.034872,0.973518,0.020863,0.9500,0.0500,0.0000,0.1000
241,55531,0.100738,0.021294,0.027595,0.975970,0.815736,1.0000,0.0000,0.0000,0.1000
241,55581,0.066061,0.022974,0.056829,0.979556,0.023380,0.9500,0.0500,0.0000,0.1000
242,55661,0.076611,0.037664,0.044220,0.976499,0.004660,0.9500,0.0500,0.0000,0.1000
242,55711,0.028346,0.029910,0.039444,0.978619,0.014269,1.0000,0.0000,0.0000,0.1000
242,55761,0.073898,0.030900,0.033945,0.975323,0.035895,0.9500,0.0500,0.0000,0.1000
242,55811,0.098206,0.062630,0.058836,0.977457,0.006712,0.9500,0.0500,0.0000,0.1000
243,55891,0.034924,0.036457,0.040014,0.974001,0.021128,1.0000,0.0000,0.0000,0.1000
243,55941,0.073408,0.032426,0.046135,0.977272,0.017072,0.9500,0.0500,0.0000,0.1000
243,55991,0.077965,0.032892,0.052893,0.974476,0.059905,0.9500,0.0500,0.0000,0.1000
243,56041,0.052476,0.034551,0.044311,0.982807,0.043116,0.9800,0.0200,0.0000,0.1000
244,56121,0.101919,0.037019,0.044577,0.981131,0.032492,0.9231,0.0769,0.0000,0.1000
244,56171,0.078483,0.035550,0.040784,0.973934,0.042607,0.9500,0.0500,0.0000,0.1000
244,56221,0.151531,0.022728,0.037143,0.979812,0.018692,0.8500,0.1500,0.0000,0.1000
244,56271,0.064783,0.023504,0.058549,0.977323,0.007077,0.9500,0.0500,0.0000,0.1000
245,56351,0.080624,0.042112,0.039108,0.973270,0.008214,0.9500,0.0500,0.0000,0.1000
245,56401,0.027743,0.027931,0.089197,0.976054,0.026058,1.0000,0.0000,0.0000,0.1000
245,56451,0.065787,0.024765,0.029071,0.975872,0.006988,0.9500,0.0500,0.0000,0.1000
245,56501,0.090805,0.053357,0.048454,0.976663,0.012352,0.9500,0.0500,0.0000,0.1000
246,56581,0.072066,0.078000,0.048290,0.974354,0.018664,1.0000,0.0000,0.0000,0.1000
246,56631,0.082245,0.042054,0.031759,0.972241,0.025380,0.9500,0.0500,0.0000,0.1000
246,56681,0.093243,0.054938,0.034725,0.969349,0.026500,0.9500,0.0500,0.0000,0.1000
246,56731,0.037111,0.036808,0.071169,0.975653,0.039830,1.0000,0.0000,0.0000,0.1000
247,56811,0.077042,0.035499,0.031509,0.976904,0.027299,0.9500,0.0500,0.0000,0.1000
247,56861,0.065555,0.041703,0.029879,0.979589,0.026994,0.9700,0.0300,0.0000,0.1000
247,56911,0.030686,0.033197,0.041968,0.977085,0.008079,1.0000,0.0000,0.0000,0.1000
247,56961,0.082698,0.043051,0.051285,0.972237,0.021388,0.9500,0.0500,0.0000,0.1000
248,57041,0.091821,0.047440,0.041402,0.976867,0.073005,0.9500,0.0500,0.0000,0.1000
248,57091,0.054784,0.054825,0.076851,0.976307,0.054409,1.0000,0.0000,0.0000,0.1000
248,57141,0.066805,0.024841,0.023097,0.972951,0.017833,0.9500,0.0500,0.0000,0.1000
248,57191,0.075148,0.035145,0.036513,0.977589,0.011068,0.9500,0.0500,0.0000,0.1000
249,57271,0.039304,0.038204,0.053970,0.977652,0.049204,1.0000,0.0000,0.0000,0.1000
249,57321,0.064639,0.021190,0.044963,0.974285,0.026784,0.9500,0.0500,0.0000,0.1000
249,57371,0.076040,0.032109,0.045971,0.975897,0.046714,0.9500,0.0500,0.0000,0.1000
249,57421,0.060132,0.041302,0.050055,0.971505,0.229603,1.0000,0.0000,0.0000,0.1000
250,57501,0.084400,0.043310,0.029544,0.973379,0.035680,0.9500,0.0500,0.0000,0.1000
250,57551,0.068113,0.026332,0.043438,0.974302,0.017553,0.9500,0.0500,0.0000,0.1000
250,57601,0.036972,0.030963,0.033832,0.980454,0.005600,0.9900,0.0100,0.0000,0.1000
250,57651,0.080559,0.037693,0.041176,0.979203,0.042670,0.9500,0.0500,0.0000,0.1000
251,57731,0.086528,0.048861,0.032213,0.976914,0.007903,0.9500,0.0500,0.0000,0.1000
251,57781,0.031790,0.033650,0.051431,0.977721,0.015043,1.0000,0.0000,0.0000,0.1000
251,57831,0.171916,0.050737,0.037676,0.978307,0.010307,0.8500,0.1500,0.0000,0.1000
251,57881,0.078758,0.036895,0.109928,0.974537,0.033589,0.9500,0.0500,0.0000,0.1000
252,57961,0.026764,0.028614,0.040771,0.978193,0.010108,1.0000,0.0000,0.0000,0.1000
252,58011,0.084196,0.045386,0.034358,0.979854,0.012976,0.9500,0.0500,0.0000,0.1000
252,58061,0.078725,0.039186,0.036919,0.972947,0.014390,0.9500,0.0500,0.0000,0.1000
252,58111,0.057552,0.055193,0.065356,0.976054,0.078784,1.0000,0.0000,0.0000,0.1000
253,58191,0.070461,0.028860,0.040434,0.975118,0.019050,0.9500,0.0500,0.0000,0.1000
253,58241,0.069697,0.026702,0.042933,0.976774,0.029117,0.9500,0.0500,0.0000,0.1000
253,58291,0.023692,0.025600,0.045759,0.977382,0.006520,1.0000,0.0000,0.0000,0.1000
253,58341,0.082029,0.015431,0.020789,0.978474,0.014771,0.9231,0.0769,0.0000,0.1000
254,58421,0.079049,0.039057,0.052922,0.974923,0.017837,0.9500,0.0500,0.0000,0.1000
254,58471,0.049749,0.053360,0.031143,0.974774,0.017257,1.0000,0.0000,0.0000,0.1000
254,58521,0.076291,0.036095,0.061192,0.980127,0.013246,0.9500,0.0500,0.0000,0.1000
254,58571,0.073956,0.041646,0.056141,0.976919,0.020456,0.9591,0.0409,0.0000,0.1000
255,58651,0.034348,0.027696,0.039618,0.974431,0.009011,0.9900,0.0100,0.0000,0.1000
255,58701,0.074696,0.034172,0.052243,0.981995,0.012887,0.9500,0.0500,0.0000,0.1000
255,58751,0.084630,0.044629,0.030924,0.972486,0.027107,0.9500,0.0500,0.0000,0.1000
255,58801,0.117225,0.044116,0.033951,0.978238,0.775200,1.0000,0.0000,0.0000,0.1000
256,58881,0.079714,0.040657,0.043790,0.975797,0.010419,0.9500,0.0500,0.0000,0.1000
256,58931,0.077133,0.037461,0.058882,0.979084,0.010452,0.9500,0.0500,0.0000,0.1000
256,58981,0.026909,0.029272,0.025788,0.977316,0.005641,1.0000,0.0000,0.0000,0.1000
256,59031,0.062603,0.016818,0.038090,0.981057,0.040759,0.9500,0.0500,0.0000,0.1000
257,59111,0.061892,0.019227,0.056690,0.975317,0.015639,0.9500,0.0500,0.0000,0.1000
257,59161,0.051908,0.056962,0.033212,0.976863,0.006418,1.0000,0.0000,0.0000,0.1000
257,59211,0.067811,0.026367,0.050723,0.977288,0.012900,0.9500,0.0500,0.0000,0.1000
257,59261,0.066935,0.025842,0.057073,0.976847,0.008815,0.9500,0.0500,0.0000,0.1000
258,59341,0.136434,0.036955,0.048827,0.976727,0.009168,0.8791,0.1209,0.0000,0.1000
258,59391,0.071960,0.030714,0.046577,0.976571,0.017542,0.9500,0.0500,0.0000,0.1000
258,59441,0.074920,0.034809,0.048859,0.977310,0.011801,0.9500,0.0500,0.0000,0.1000
258,59491,0.035999,0.034474,0.062150,0.974584,0.049728,1.0000,0.0000,0.0000,0.1000
259,59571,0.169029,0.035874,0.077617,0.975611,0.006574,0.8391,0.1609,0.0000,0.1000
259,59621,0.141208,0.021479,0.043994,0.981473,0.786772,0.9500,0.0500,0.0000,0.1000
259,59671,0.017098,0.018264,0.032616,0.976405,0.006603,1.0000,0.0000,0.0000,0.1000
259,59721,0.078476,0.036655,0.024138,0.978730,0.030928,0.9500,0.0500,0.0000,0.1000
260,59801,0.087292,0.014234,0.038863,0.976087,0.052281,0.9200,0.0800,0.0000,0.1000
260,59851,0.030208,0.032455,0.059933,0.978978,0.009983,1.0000,0.0000,0.0000,0.1000
260,59901,0.073669,0.032628,0.078372,0.977190,0.017986,0.9500,0.0500,0.0000,0.1000
260,59951,0.071206,0.030815,0.121111,0.975308,0.009698,0.9500,0.0500,0.0000,0.1000
261,60031,0.030940,0.029878,0.029911,0.973967,0.040504,1.0000,0.0000,0.0000,0.1000
261,60081,0.079706,0.040843,0.054207,0.979272,0.007178,0.9500,0.0500,0.0000,0.1000
261,60131,0.057303,0.034051,0.040487,0.973742,0.009024,0.9695,0.0305,0.0000,0.1000
261,60181,0.345798,0.330262,0.049798,0.974795,0.485622,1.0000,0.0000,0.0000,0.1000
262,60261,0.070223,0.027712,0.036719,0.974070,0.026966,0.9500,0.0500,0.0000,0.1000
262,60311,0.065187,0.022298,0.052750,0.979747,0.020334,0.9500,0.0500,0.0000,0.1000
262,60361,0.023669,0.024302,0.033363,0.977522,0.017971,1.0000,0.0000,0.0000,0.1000
262,60411,0.163162,0.031681,0.049155,0.980864,0.006041,0.8431,0.1569,0.0000,0.1000
263,60491,0.072853,0.029612,0.078807,0.974994,0.036603,0.9500,0.0500,0.0000,0.1000
263,60541,0.041006,0.043686,0.027973,0.982334,0.016884,1.0000,0.0000,0.0000,0.1000
263,60591,0.085741,0.044552,0.062119,0.976157,0.037218,0.9500,0.0500,0.0000,0.1000
263,60641,0.093130,0.057088,0.034847,0.972652,0.005504,0.9500,0.0500,0.0000,0.1000
264,60721,0.031961,0.034814,0.078887,0.976004,0.006288,1.0000,0.0000,0.0000,0.1000
264,60771,0.061648,0.019348,0.081314,0.979919,0.010086,0.9500,0.0500,0.0000,0.1000
264,60821,0.092098,0.032410,0.048667,0.978709,0.373786,0.9700,0.0300,0.0000,0.1000
264,60871,0.214392,0.085638,0.060996,0.977195,1.132456,0.9700,0.0300,0.0000,0.1000
265,60951,0.070597,0.026730,0.038594,0.973600,0.039302,0.9500,0.0500,0.0000,0.1000
265,61001,0.068646,0.028045,0.065524,0.970593,0.009908,0.9500,0.0500,0.0000,0.1000
265,61051,0.027653,0.028735,0.034847,0.976934,0.017919,1.0000,0.0000,0.0000,0.1000
265,61101,0.069261,0.022734,0.051778,0.983389,0.055711,0.9500,0.0500,0.0000,0.1000
266,61181,0.237976,0.058620,0.046208,0.976621,1.439081,0.9500,0.0500,0.0000,0.1000
266,61231,0.047638,0.051165,0.033138,0.974345,0.015902,1.0000,0.0000,0.0000,0.1000
266,61281,0.315970,0.052521,0.097841,0.976110,1.440159,0.8500,0.1500,0.0000,0.1000
266,61331,0.082401,0.028595,0.090232,0.980907,0.138118,0.9500,0.0500,0.0000,0.1000
267,61411,0.031830,0.034373,0.076501,0.978471,0.008944,1.0000,0.0000,0.0000,0.1000
267,61461,0.060281,0.017739,0.032729,0.975271,0.012271,0.9500,0.0500,0.0000,0.1000
267,61511,0.072263,0.029849,0.025642,0.980401,0.026244,0.9500,0.0500,0.0000,0.1000
267,61561,0.031773,0.032207,0.034149,0.975116,0.027864,1.0000,0.0000,0.0000,0.1000
268,61641,0.090228,0.050804,0.044039,0.972494,0.030288,0.9500,0.0500,0.0000,0.1000
268,61691,0.145574,0.118136,0.057553,0.972420,0.008093,0.9500,0.0500,0.0000,0.1000
268,61741,0.119543,0.048190,0.078131,0.975655,0.006692,0.9095,0.0905,0.0000,0.1000
268,61791,0.085677,0.047102,0.039936,0.972937,0.016229,0.9500,0.0500,0.0000,0.1000
269,61871,0.107439,0.033763,0.050395,0.974767,0.008310,0.9100,0.0900,0.0000,0.1000
269,61921,0.029042,0.028735,0.051541,0.974688,0.031798,1.0000,0.0000,0.0000,0.1000
269,61971,0.106095,0.071930,0.081783,0.975260,0.007084,0.9500,0.0500,0.0000,0.1000
269,62021,0.071179,0.030874,0.072222,0.977286,0.008046,0.9500,0.0500,0.0000,0.1000
270,62101,0.032610,0.034312,0.069742,0.974894,0.017294,1.0000,0.0000,0.0000,0.1000
270,62151,0.073918,0.034375,0.048441,0.974243,0.006859,0.9500,0.0500,0.0000,0.1000
270,62201,0.070257,0.042317,0.072576,0.978871,0.068849,0.9700,0.0300,0.0000,0.1000
270,62251,0.036470,0.038787,0.072939,0.976655,0.015609,1.0000,0.0000,0.0000,0.1000
271,62331,0.079534,0.040110,0.074377,0.978196,0.012214,0.9500,0.0500,0.0000,0.1000
271,62381,0.073594,0.033747,0.039176,0.973269,0.009428,0.9500,0.0500,0.0000,0.1000
271,62431,0.029744,0.031139,0.036367,0.981326,0.017195,1.0000,0.0000,0.0000,0.1000
271,62481,0.074484,0.032067,0.062974,0.976997,0.031018,0.9500,0.0500,0.0000,0.1000
272,62561,0.073012,0.031008,0.056075,0.978299,0.024771,0.9500,0.0500,0.0000,0.1000
272,62611,0.124341,0.099814,0.132397,0.984301,0.026670,0.9600,0.0400,0.0000,0.1000
272,62661,0.063214,0.016282,0.049810,0.979925,0.051957,0.9500,0.0500,0.0000,0.1000
272,62711,0.066018,0.024804,0.047347,0.976196,0.008817,0.9500,0.0500,0.0000,0.1000
