epoch,global_step,total_loss,spectrum_loss,ssim_loss,rfi_loss,detection_loss,alpha,beta,gamma,delta
66,15331,0.081644,0.073306,0.067876,0.982308,0.156690,1.0000,0.0000,0.0000,0.1000
67,15411,0.079193,0.032590,0.061887,0.978340,0.073034,0.9500,0.0500,0.0000,0.1000
67,15461,0.144598,0.106690,0.099457,0.979027,0.093217,0.9500,0.0500,0.0000,0.1000
67,15511,0.075825,0.032746,0.149323,0.980587,0.122313,0.9600,0.0400,0.0000,0.1000
67,15561,0.105315,0.032576,0.131133,0.978784,0.104990,0.9231,0.0769,0.0000,0.1000
68,15641,0.106022,0.052911,0.090763,0.975460,0.168869,0.9500,0.0500,0.0000,0.1000
68,15691,0.047115,0.044962,0.081816,0.974519,0.066494,1.0000,0.0000,0.0000,0.1000
68,15741,0.088508,0.047163,0.126391,0.977600,0.041918,0.9500,0.0500,0.0000,0.1000
68,15641,0.074768,0.059120,0.088135,0.973936,0.090417,1.0000,0.0000,0.0000,0.5000
68,15691,0.408872,0.216861,0.671739,0.972696,0.600883,1.0000,0.0000,0.0000,0.5000
68,15641,0.062148,0.033708,0.079741,0.975686,0.090588,1.0000,0.0000,0.0000,0.5000
68,15641,0.038872,0.032692,0.067679,0.978499,0.045052,1.0000,0.0000,0.0000,0.5000
68,15691,0.386465,0.211256,0.396062,0.970577,0.561675,1.0000,0.0000,0.0000,0.5000
68,15741,0.205357,0.176124,0.802826,0.976159,0.124333,0.8622,0.1378,0.0000,0.5000
68,15791,0.090172,0.061771,0.457104,0.976492,0.081983,0.9600,0.0400,0.0000,0.5000
69,15871,0.142179,0.189278,0.548159,0.973404,0.095081,1.0000,0.0000,0.0000,0.5000
69,15921,0.083229,0.062967,0.186297,0.975680,0.057855,0.9500,0.0500,0.0000,0.5000
69,15971,0.698164,0.169173,0.354569,0.979821,1.186622,0.9500,0.0500,0.0000,0.5000
69,16021,0.086708,0.051934,0.419027,0.972431,0.121481,1.0000,0.0000,0.0000,0.5000
70,16101,0.099718,0.078112,0.284635,0.977380,0.076361,0.9500,0.0500,0.0000,0.5000
70,16151,0.377989,0.095213,0.177112,0.975981,0.624740,0.9591,0.0409,0.0000,0.5000
70,16201,0.128251,0.186380,0.480376,0.973672,0.070122,1.0000,0.0000,0.0000,0.5000
70,16251,0.112663,0.062314,0.213360,0.975381,0.117359,0.9500,0.0500,0.0000,0.5000
71,16331,0.093524,0.065196,0.212971,0.976365,0.094104,0.9695,0.0305,0.0000,0.5000
71,16381,0.070146,0.043064,0.172911,0.977329,0.041173,0.9400,0.0600,0.0000,0.5000
71,16431,0.150353,0.114808,0.264370,0.976807,0.056599,0.8500,0.1500,0.0000,0.5000
71,16481,0.053920,0.051105,0.149196,0.974248,0.010578,0.9500,0.0500,0.0000,0.5000
72,16561,0.165893,0.234703,1.066309,0.976467,0.074831,0.9700,0.0300,0.0000,0.5000
72,16611,0.655516,0.091980,0.620888,0.975454,1.076500,0.8386,0.1614,0.0000,0.5000
72,16661,0.372758,0.095273,0.689766,0.978279,0.606093,0.9500,0.0500,0.0000,0.5000
72,16711,0.402816,0.164899,0.606452,0.972626,0.640732,1.0000,0.0000,0.0000,0.5000
73,16791,0.329001,0.115186,0.491668,0.978028,0.499675,0.9500,0.0500,0.0000,0.5000
73,16841,0.210337,0.070346,0.543334,0.982547,0.313017,0.9591,0.0409,0.0000,0.5000
73,16891,0.055533,0.091996,0.268551,0.969111,0.019069,1.0000,0.0000,0.0000,0.5000
73,16941,0.101203,0.100482,0.328031,0.980090,0.057943,0.9500,0.0500,0.0000,0.5000
74,17021,0.086400,0.076524,0.196732,0.976941,0.051255,0.9500,0.0500,0.0000,0.5000
74,17071,0.359382,0.087712,0.284122,0.976514,0.631052,1.0000,0.0000,0.0000,0.5000
74,17121,0.110424,0.065066,0.390280,0.977923,0.110138,0.9500,0.0500,0.0000,0.5000
74,17171,0.114498,0.104176,0.176679,0.972002,0.081428,0.9500,0.0500,0.0000,0.5000
75,17251,0.076995,0.084911,0.431333,0.976556,0.069080,1.0000,0.0000,0.0000,0.5000
75,17301,0.086696,0.079384,0.322504,0.976707,0.049141,0.9500,0.0500,0.0000,0.5000
75,17351,0.068464,0.064271,0.159762,0.977961,0.045247,0.9700,0.0300,0.0000,0.5000
75,17401,0.084318,0.069662,0.268114,0.980660,0.089864,0.9900,0.0100,0.0000,0.5000
76,17481,0.093571,0.065345,0.160139,0.976500,0.076240,0.9500,0.0500,0.0000,0.5000
76,17531,0.082097,0.060890,0.176277,0.977760,0.057460,0.9500,0.0500,0.0000,0.5000
76,17581,0.052015,0.061957,0.190921,0.980323,0.042073,1.0000,0.0000,0.0000,0.5000
76,17631,0.102748,0.114114,0.168116,0.975724,0.048302,0.9500,0.0500,0.0000,0.5000
77,17711,0.102442,0.105188,0.195890,0.972606,0.056324,0.9500,0.0500,0.0000,0.5000
77,17761,0.268458,0.150453,0.514618,0.979427,0.386463,1.0000,0.0000,0.0000,0.5000
77,17811,0.132158,0.102620,0.275938,0.979242,0.073243,0.8991,0.1009,0.0000,0.5000
77,17861,0.077489,0.053430,0.237592,0.973458,0.055545,0.9500,0.0500,0.0000,0.5000
78,17941,0.038324,0.049125,0.333372,0.974674,0.027522,1.0000,0.0000,0.0000,0.5000
78,17991,0.074273,0.071455,0.186067,0.978880,0.031720,0.9500,0.0500,0.0000,0.5000
78,18041,0.090505,0.067098,0.296258,0.976716,0.068432,0.9500,0.0500,0.0000,0.5000
78,18091,0.095126,0.084091,0.213668,0.978434,0.106162,1.0000,0.0000,0.0000,0.5000
79,18171,0.069937,0.074797,0.147737,0.970277,0.020304,0.9500,0.0500,0.0000,0.5000
79,18221,0.108901,0.080905,0.183597,0.971992,0.065610,0.9200,0.0800,0.0000,0.5000
79,18271,0.056765,0.055222,0.166336,0.974495,0.058308,1.0000,0.0000,0.0000,0.5000
79,18321,0.398793,0.090734,0.120103,0.979644,0.662406,0.9500,0.0500,0.0000,0.5000
80,18401,0.071338,0.083499,0.283782,0.973088,0.014698,0.9500,0.0500,0.0000,0.5000
80,18451,0.040879,0.074962,0.365108,0.974825,0.006796,1.0000,0.0000,0.0000,0.5000
80,18501,0.084347,0.098131,0.154480,0.982256,0.026357,0.9500,0.0500,0.0000,0.5000
80,18551,0.065462,0.068093,0.125623,0.977727,0.017350,0.9500,0.0500,0.0000,0.5000
81,18631,0.298769,0.101986,0.128634,0.975169,0.495553,1.0000,0.0000,0.0000,0.5000
81,18681,0.052151,0.037639,0.197483,0.976483,0.019721,0.9500,0.0500,0.0000,0.5000
81,18731,0.139819,0.055139,0.176389,0.976249,0.178442,0.9500,0.0500,0.0000,0.5000
81,18781,0.035663,0.046216,0.174614,0.978531,0.025110,1.0000,0.0000,0.0000,0.5000
82,18861,0.089419,0.069748,0.089754,0.970380,0.064058,0.9500,0.0500,0.0000,0.5000
82,18911,0.096661,0.071810,0.157085,0.980304,0.067003,0.9400,0.0600,0.0000,0.5000
82,18961,0.131155,0.052485,0.173301,0.976454,0.191346,0.9800,0.0200,0.0000,0.5000
82,19011,0.084491,0.088887,0.096242,0.973555,0.035862,0.9500,0.0500,0.0000,0.5000
83,19091,0.079271,0.068699,0.116454,0.975318,0.044512,0.9500,0.0500,0.0000,0.5000
83,19141,0.069460,0.117997,0.090108,0.976842,0.020924,1.0000,0.0000,0.0000,0.5000
83,19191,0.068087,0.063787,0.093923,0.977959,0.026679,0.9500,0.0500,0.0000,0.5000
83,19241,0.065901,0.077473,0.171046,0.971600,0.009621,0.9500,0.0500,0.0000,0.5000
84,19321,0.043772,0.033171,0.075342,0.978549,0.054372,1.0000,0.0000,0.0000,0.5000
84,19371,0.066933,0.049830,0.072613,0.972864,0.037885,0.9500,0.0500,0.0000,0.5000
84,19421,0.060971,0.070689,0.201805,0.975249,0.006025,0.9500,0.0500,0.0000,0.5000
84,19471,0.048020,0.059171,0.162430,0.976955,0.036869,1.0000,0.0000,0.0000,0.5000
85,19551,0.071740,0.056901,0.250538,0.973999,0.040725,0.9500,0.0500,0.0000,0.5000
85,19601,0.060274,0.055596,0.102116,0.977019,0.018880,0.9500,0.0500,0.0000,0.5000
85,19651,0.051512,0.046741,0.089397,0.973929,0.056284,1.0000,0.0000,0.0000,0.5000
85,19701,0.068368,0.051545,0.221130,0.977501,0.038894,0.9500,0.0500,0.0000,0.5000
86,19781,0.074498,0.087588,0.105211,0.976690,0.016953,0.9500,0.0500,0.0000,0.5000
86,19831,0.073325,0.086408,0.127487,0.978659,0.060241,1.0000,0.0000,0.0000,0.5000
86,19881,0.095958,0.036228,0.093461,0.973847,0.041903,0.8786,0.1214,0.0000,0.5000
86,19931,0.071036,0.048077,0.122458,0.974579,0.047669,0.9500,0.0500,0.0000,0.5000
87,20011,0.046245,0.064717,0.090842,0.975076,0.027773,1.0000,0.0000,0.0000,0.5000
87,20061,0.075347,0.063787,0.077974,0.978925,0.041150,0.9500,0.0500,0.0000,0.5000
87,20111,0.062801,0.069922,0.095847,0.972909,0.010531,0.9500,0.0500,0.0000,0.5000
87,20161,0.034344,0.054029,0.118425,0.970016,0.014660,1.0000,0.0000,0.0000,0.5000
88,20241,0.081481,0.083652,0.096509,0.977039,0.034642,0.9500,0.0500,0.0000,0.5000
88,20291,0.057447,0.035226,0.082554,0.977079,0.032576,0.9500,0.0500,0.0000,0.5000
88,20341,0.055505,0.072842,0.083298,0.969401,0.038168,1.0000,0.0000,0.0000,0.5000
88,20391,0.069393,0.034556,0.104602,0.976109,0.057153,0.9500,0.0500,0.0000,0.5000
89,20471,0.100923,0.082284,0.080859,0.976695,0.074842,0.9500,0.0500,0.0000,0.5000
89,20521,0.056331,0.069781,0.135381,0.972728,0.042881,1.0000,0.0000,0.0000,0.5000
89,20571,0.042534,0.033018,0.067767,0.975005,0.004950,0.9500,0.0500,0.0000,0.5000
89,20621,0.070998,0.046143,0.075559,0.977049,0.049308,0.9500,0.0500,0.0000,0.5000
90,20701,0.074810,0.049718,0.080468,0.978473,0.081327,0.9800,0.0200,0.0000,0.5000
90,20751,0.114531,0.049237,0.103869,0.976302,0.033522,0.8422,0.1578,0.0000,0.5000
90,20801,0.055009,0.047341,0.146281,0.977102,0.016190,0.9500,0.0500,0.0000,0.5000
90,20851,0.036107,0.064033,0.109143,0.977220,0.008181,1.0000,0.0000,0.0000,0.5000
91,20931,0.065331,0.050511,0.069577,0.974136,0.033970,0.9500,0.0500,0.0000,0.5000
91,20981,0.070588,0.061220,0.155629,0.976815,0.034177,0.9500,0.0500,0.0000,0.5000
91,21031,0.028395,0.048603,0.122515,0.979269,0.008187,1.0000,0.0000,0.0000,0.5000
91,21081,0.063137,0.062181,0.085131,0.976475,0.018379,0.9500,0.0500,0.0000,0.5000
92,21161,0.062571,0.046538,0.071429,0.968907,0.032485,0.9500,0.0500,0.0000,0.5000
92,21211,0.047196,0.063649,0.092875,0.975900,0.030742,1.0000,0.0000,0.0000,0.5000
92,21261,0.118455,0.044845,0.096954,0.976276,0.145493,0.9500,0.0500,0.0000,0.5000
92,21311,0.086570,0.122318,0.065106,0.976547,0.008109,0.9500,0.0500,0.0000,0.5000
93,21391,0.050622,0.053538,0.116850,0.974526,0.029286,0.9800,0.0200,0.0000,0.5000
93,21441,0.050153,0.041865,0.117691,0.977056,0.011680,0.9500,0.0500,0.0000,0.5000
93,21391,0.045962,0.046182,0.069499,0.971576,0.043986,1.0000,0.0000,0.0000,0.1000
93,21441,0.104501,0.069046,0.086045,0.974523,0.016131,0.9500,0.0500,0.0000,0.1000
93,21491,0.080162,0.043456,0.071351,0.975878,0.074845,0.9600,0.0400,0.0000,0.1000
93,21541,0.069932,0.072957,0.051319,0.978279,0.042703,1.0000,0.0000,0.0000,0.1000
94,21621,0.094577,0.058073,0.082806,0.977796,0.009234,0.9500,0.0500,0.0000,0.1000
94,21671,0.123318,0.086991,0.079625,0.973591,0.051285,0.9500,0.0500,0.0000,0.1000
94,21721,0.080520,0.087988,0.140700,0.977161,0.013316,1.0000,0.0000,0.0000,0.1000
94,21771,0.105859,0.068003,0.106347,0.973750,0.038974,0.9500,0.0500,0.0000,0.1000
95,21851,0.150040,0.123039,0.102597,0.979194,0.007777,0.9500,0.0500,0.0000,0.1000
95,21901,0.042223,0.043545,0.095817,0.974756,0.030327,1.0000,0.0000,0.0000,0.1000
95,21951,0.160681,0.135955,0.090734,0.975037,0.005628,0.9500,0.0500,0.0000,0.1000
95,22001,0.081860,0.040522,0.051377,0.976302,0.032800,0.9500,0.0500,0.0000,0.1000
96,22081,0.053898,0.058784,0.087350,0.974334,0.009916,1.0000,0.0000,0.0000,0.1000
96,22131,0.184565,0.063476,0.076920,0.974627,0.044317,0.8500,0.1500,0.0000,0.1000
96,22181,0.081016,0.048370,0.106856,0.976055,0.033331,0.9591,0.0409,0.0000,0.1000
96,22231,0.035044,0.037713,0.106101,0.978992,0.011019,1.0000,0.0000,0.0000,0.1000
97,22311,0.096044,0.055018,0.119574,0.977977,0.049947,0.9500,0.0500,0.0000,0.1000
97,22361,0.090704,0.053597,0.102871,0.976286,0.009457,0.9500,0.0500,0.0000,0.1000
97,22411,0.034845,0.037736,0.101928,0.979354,0.008831,1.0000,0.0000,0.0000,0.1000
97,22461,0.119962,0.088111,0.064632,0.974256,0.007856,0.9500,0.0500,0.0000,0.1000
98,22541,0.056707,0.029778,0.114358,0.976058,0.043575,0.9700,0.0300,0.0000,0.1000
98,22591,0.062597,0.068484,0.097600,0.977410,0.009617,1.0000,0.0000,0.0000,0.1000
98,22641,0.082804,0.039523,0.111280,0.972487,0.052498,0.9500,0.0500,0.0000,0.1000
98,22691,0.081345,0.037313,0.095719,0.976484,0.055008,0.9500,0.0500,0.0000,0.1000
99,22771,0.046379,0.047954,0.095043,0.980636,0.032201,1.0000,0.0000,0.0000,0.1000
99,22771,5.025089,5.442685,0.088921,0.975105,1.266734,1.0000,0.0000,0.0000,0.1000
99,22821,0.210185,0.095799,0.114491,0.980389,0.045466,0.8500,0.1500,0.0000,0.1000
99,22871,0.370514,0.378830,0.070714,0.975860,0.027002,0.9500,0.0500,0.0000,0.1000
99,22921,0.162925,0.097102,0.109951,0.976502,0.201308,0.9300,0.0700,0.0000,0.1000
100,23001,0.323489,0.023271,0.115752,0.973761,1.846526,0.8622,0.1378,0.0000,0.1000
100,23051,0.073430,0.028048,0.091058,0.976266,0.055169,0.9500,0.0500,0.0000,0.1000
100,23101,0.027475,0.026085,0.074908,0.970935,0.039994,1.0000,0.0000,0.0000,0.1000
100,23151,0.194789,0.175695,0.090635,0.973672,0.007541,0.9500,0.0500,0.0000,0.1000
101,23231,0.054502,0.020516,0.081732,0.976206,0.008577,0.9591,0.0409,0.0000,0.1000
101,23281,0.073091,0.077748,0.137720,0.971871,0.031178,1.0000,0.0000,0.0000,0.1000
101,23331,0.122856,0.032316,0.079850,0.975917,0.080824,0.8991,0.1009,0.0000,0.1000
101,23381,0.067632,0.039361,0.082764,0.982830,0.067340,0.9700,0.0300,0.0000,0.1000
102,23461,0.052364,0.037802,0.091946,0.977700,0.014241,0.9800,0.0200,0.0000,0.1000
102,23511,0.263727,0.162341,0.132413,0.968989,0.008089,0.8391,0.1609,0.0000,0.1000
102,23561,0.174531,0.124389,0.101963,0.975821,0.395925,0.9700,0.0300,0.0000,0.1000
102,23611,0.238561,0.064100,0.066392,0.974262,1.808702,1.0000,0.0000,0.0000,0.1000
103,23691,0.167014,0.034589,0.086768,0.974584,0.031368,0.8431,0.1569,0.0000,0.1000
103,23741,0.129135,0.092236,0.075583,0.981453,0.061079,0.9500,0.0500,0.0000,0.1000
103,23791,0.063986,0.039401,0.142757,0.976961,0.032116,0.9700,0.0300,0.0000,0.1000
103,23841,0.315858,0.087055,0.129533,0.978612,1.080375,0.8386,0.1614,0.0000,0.1000
104,23921,0.086072,0.032073,0.096251,0.974153,0.148125,0.9500,0.0500,0.0000,0.1000
104,23971,0.125789,0.045742,0.160059,0.982204,0.083859,0.9095,0.0905,0.0000,0.1000
104,24021,0.074581,0.034754,0.062396,0.973156,0.010745,0.9500,0.0500,0.0000,0.1000
104,24071,0.205223,0.186179,0.093217,0.977240,0.020645,0.9500,0.0500,0.0000,0.1000
105,24151,0.033576,0.034112,0.109648,0.973246,0.028753,1.0000,0.0000,0.0000,0.1000
105,24201,0.091711,0.033679,0.072463,0.974553,0.190604,0.9500,0.0500,0.0000,0.1000
105,24251,0.082962,0.037348,0.122764,0.973754,0.072109,0.9500,0.0500,0.0000,0.1000
105,24301,0.049596,0.024060,0.117632,0.979058,0.107523,0.9800,0.0200,0.0000,0.1000
106,24381,0.092407,0.028307,0.120826,0.982998,0.008458,0.9231,0.0769,0.0000,0.1000
106,24431,0.075584,0.031887,0.084280,0.979280,0.042534,0.9500,0.0500,0.0000,0.1000
106,24481,0.119750,0.023420,0.123281,0.978217,0.986714,1.0000,0.0000,0.0000,0.1000
106,24531,0.164159,0.032845,0.117118,0.976422,0.013450,0.8431,0.1569,0.0000,0.1000
107,24611,0.096156,0.066576,0.060092,0.974408,0.028197,0.9591,0.0409,0.0000,0.1000
107,24661,0.124680,0.137180,0.081510,0.976048,0.012178,1.0000,0.0000,0.0000,0.1000
107,24711,0.137570,0.105644,0.055501,0.975760,0.033344,0.9500,0.0500,0.0000,0.1000
107,24761,0.071231,0.031333,0.150816,0.972402,0.006832,0.9500,0.0500,0.0000,0.1000
108,24841,0.162830,0.038533,0.102520,0.973270,0.019611,0.8500,0.1500,0.0000,0.1000
108,24891,0.166099,0.138657,0.084516,0.974038,0.037153,0.9500,0.0500,0.0000,0.1000
108,24941,0.094695,0.037098,0.074919,0.977512,0.189878,0.9500,0.0500,0.0000,0.1000
108,24991,0.230225,0.219641,0.107405,0.972186,0.325482,1.0000,0.0000,0.0000,0.1000
109,25071,0.178816,0.048686,0.102104,0.977626,0.038123,0.8431,0.1569,0.0000,0.1000
109,25121,0.066048,0.021695,0.078591,0.980526,0.033753,0.9500,0.0500,0.0000,0.1000
109,25171,0.044092,0.034276,0.070140,0.973374,0.132435,1.0000,0.0000,0.0000,0.1000
109,25221,0.177014,0.046056,0.125342,0.977873,0.032139,0.8422,0.1578,0.0000,0.1000
110,25301,0.077266,0.037968,0.080563,0.974387,0.009564,0.9500,0.0500,0.0000,0.1000
110,25351,0.032115,0.031603,0.069250,0.980686,0.036720,1.0000,0.0000,0.0000,0.1000
110,25401,0.098248,0.047767,0.105859,0.978486,0.133750,0.9500,0.0500,0.0000,0.1000
110,25451,0.074788,0.030049,0.141211,0.977523,0.051078,0.9500,0.0500,0.0000,0.1000
111,25531,0.046717,0.038472,0.077857,0.976746,0.036486,0.9900,0.0100,0.0000,0.1000
111,25581,0.120454,0.046109,0.094692,0.973088,0.372415,0.9500,0.0500,0.0000,0.1000
111,25631,0.048949,0.018676,0.111781,0.980118,0.057898,0.9695,0.0305,0.0000,0.1000
111,25681,0.048801,0.045559,0.141143,0.975749,0.077977,1.0000,0.0000,0.0000,0.1000
112,25761,0.156594,0.021980,0.088720,0.974901,0.014659,0.8422,0.1578,0.0000,0.1000
112,25811,0.085884,0.037681,0.104187,0.975870,0.174356,0.9591,0.0409,0.0000,0.1000
112,25861,0.095555,0.050807,0.101912,0.976759,0.498291,1.0000,0.0000,0.0000,0.1000
112,25911,0.147473,0.050400,0.119065,0.977512,0.008545,0.8786,0.1214,0.0000,0.1000
113,25991,0.101202,0.063841,0.081338,0.976750,0.026638,0.9500,0.0500,0.0000,0.1000
113,26041,0.034903,0.035074,0.110878,0.974502,0.033357,1.0000,0.0000,0.0000,0.1000
113,26091,0.202478,0.073876,0.082352,0.977125,0.140512,0.8500,0.1500,0.0000,0.1000
113,26141,0.072678,0.032693,0.098512,0.975749,0.008169,0.9500,0.0500,0.0000,0.1000
114,26221,0.034452,0.034486,0.120574,0.975015,0.034142,1.0000,0.0000,0.0000,0.1000
114,26271,0.085694,0.046299,0.079284,0.977641,0.021146,0.9500,0.0500,0.0000,0.1000
114,26321,0.094972,0.058526,0.120605,0.978672,0.008929,0.9500,0.0500,0.0000,0.1000
114,26371,0.074479,0.068282,0.083350,0.975676,0.130251,1.0000,0.0000,0.0000,0.1000
115,26451,0.101626,0.033825,0.041725,0.972701,0.061927,0.9231,0.0769,0.0000,0.1000
115,26501,0.086325,0.045742,0.090623,0.977418,0.032319,0.9500,0.0500,0.0000,0.1000
115,26551,0.057566,0.057334,0.115959,0.978874,0.059656,1.0000,0.0000,0.0000,0.1000
115,26601,0.166523,0.091929,0.102634,0.976654,0.034445,0.8991,0.1009,0.0000,0.1000
116,26681,0.067481,0.026677,0.083236,0.976121,0.007472,0.9500,0.0500,0.0000,0.1000
116,26731,0.041915,0.039670,0.079438,0.977128,0.062124,1.0000,0.0000,0.0000,0.1000
116,26781,0.097057,0.056889,0.075045,0.977020,0.044502,0.9500,0.0500,0.0000,0.1000
116,26831,0.072624,0.031744,0.105213,0.979193,0.014192,0.9500,0.0500,0.0000,0.1000
117,26911,0.026676,0.025560,0.066074,0.978931,0.036720,1.0000,0.0000,0.0000,0.1000
117,26961,0.156384,0.126114,0.088695,0.975090,0.046780,0.9500,0.0500,0.0000,0.1000
117,27011,0.087355,0.024999,0.077712,0.980361,0.046683,0.9300,0.0700,0.0000,0.1000
117,27061,0.028792,0.028291,0.076798,0.975722,0.033302,1.0000,0.0000,0.0000,0.1000
118,27141,0.160310,0.056861,0.059873,0.973809,0.258652,0.8991,0.1009,0.0000,0.1000
118,27191,0.086386,0.043789,0.077348,0.973557,0.051362,0.9500,0.0500,0.0000,0.1000
118,27241,0.057078,0.017166,0.072092,0.974755,0.071556,0.9600,0.0400,0.0000,0.1000
118,27291,0.168293,0.032454,0.134034,0.979112,0.046271,0.8422,0.1578,0.0000,0.1000
119,27371,0.071274,0.049167,0.055160,0.972665,0.020894,0.9700,0.0300,0.0000,0.1000
119,27421,0.072151,0.051034,0.083314,0.975373,0.012629,0.9700,0.0300,0.0000,0.1000
119,27471,0.240437,0.128386,0.076559,0.977191,0.016273,0.8386,0.1614,0.0000,0.1000
119,27521,0.075567,0.034908,0.072480,0.976976,0.017576,0.9500,0.0500,0.0000,0.1000
120,27601,0.064488,0.039114,0.060278,0.972788,0.292850,1.0000,0.0000,0.0000,0.1000
120,27651,0.152942,0.058395,0.103051,0.974602,0.003193,0.8786,0.1214,0.0000,0.1000
120,27701,0.056478,0.019693,0.078627,0.979560,0.034204,0.9591,0.0409,0.0000,0.1000
120,27751,0.051523,0.021322,0.123079,0.977504,0.065159,0.9700,0.0300,0.0000,0.1000
121,27831,0.170876,0.063843,0.093273,0.982032,0.720986,0.9500,0.0500,0.0000,0.1000
121,27881,0.068728,0.022486,0.119285,0.978338,0.054772,0.9500,0.0500,0.0000,0.1000
121,27931,0.076190,0.083364,0.078176,0.979422,0.011628,1.0000,0.0000,0.0000,0.1000
121,27981,0.087085,0.045580,0.117195,0.981124,0.039640,0.9500,0.0500,0.0000,0.1000
122,28061,0.081409,0.052599,0.050289,0.974206,0.008923,0.9600,0.0400,0.0000,0.1000
122,28111,0.037986,0.041211,0.081228,0.977345,0.008956,1.0000,0.0000,0.0000,0.1000
122,28161,0.073451,0.032008,0.055028,0.976701,0.021330,0.9500,0.0500,0.0000,0.1000
122,28211,0.155897,0.042683,0.061431,0.975850,0.754898,0.9500,0.0500,0.0000,0.1000
123,28291,0.083899,0.032278,0.058032,0.973941,0.039982,0.9400,0.0600,0.0000,0.1000
123,28341,0.116041,0.032389,0.070357,0.971241,0.016327,0.8991,0.1009,0.0000,0.1000
123,28391,0.111170,0.073074,0.096463,0.979213,0.046273,0.9500,0.0500,0.0000,0.1000
123,28441,0.024686,0.023995,0.136008,0.977469,0.030906,1.0000,0.0000,0.0000,0.1000
124,28521,0.065775,0.022432,0.097213,0.976786,0.026402,0.9500,0.0500,0.0000,0.1000
124,28571,0.108553,0.074912,0.090534,0.973254,0.007067,0.9500,0.0500,0.0000,0.1000
124,28621,0.036360,0.029870,0.073934,0.976217,0.009594,0.9900,0.0100,0.0000,0.1000
124,28671,0.099653,0.063841,0.112055,0.975752,0.011604,0.9500,0.0500,0.0000,0.1000
125,28751,0.068380,0.042221,0.115929,0.975525,0.048015,0.9695,0.0305,0.0000,0.1000
125,28801,0.085127,0.043599,0.095694,0.975008,0.039750,0.9500,0.0500,0.0000,0.1000
125,28851,0.090368,0.046837,0.096515,0.980496,0.061998,0.9500,0.0500,0.0000,0.1000
125,28901,0.067849,0.022438,0.075461,0.978607,0.046267,0.9500,0.0500,0.0000,0.1000
126,28981,0.028351,0.025135,0.080562,0.974398,0.057291,1.0000,0.0000,0.0000,0.1000
126,29031,0.093547,0.056368,0.077664,0.975891,0.014378,0.9500,0.0500,0.0000,0.1000
126,29081,0.113490,0.074928,0.098596,0.973423,0.056224,0.9500,0.0500,0.0000,0.1000
126,29131,0.056735,0.039157,0.145658,0.973419,0.046767,0.9800,0.0200,0.0000,0.1000
127,29211,0.078677,0.036102,0.054161,0.978336,0.037845,0.9500,0.0500,0.0000,0.1000
127,29261,0.090287,0.052313,0.093299,0.977996,0.015494,0.9500,0.0500,0.0000,0.1000
127,29311,0.081150,0.041048,0.102082,0.981582,0.018827,0.9500,0.0500,0.0000,0.1000
127,29361,0.108860,0.042533,0.071494,0.976757,0.059121,0.9231,0.0769,0.0000,0.1000
128,29441,0.079936,0.038183,0.151729,0.973244,0.034938,0.9500,0.0500,0.0000,0.1000
128,29491,0.042506,0.044165,0.088144,0.976291,0.027578,1.0000,0.0000,0.0000,0.1000
128,29541,0.131772,0.067832,0.053151,0.977574,0.077492,0.9231,0.0769,0.0000,0.1000
128,29591,0.109031,0.073614,0.071403,0.980183,0.019823,0.9500,0.0500,0.0000,0.1000
129,29671,0.033197,0.036007,0.105120,0.976128,0.007913,1.0000,0.0000,0.0000,0.1000
129,29721,0.238036,0.097744,0.055855,0.976446,0.314413,0.8500,0.1500,0.0000,0.1000
129,29771,0.084057,0.042818,0.080409,0.976502,0.035050,0.9500,0.0500,0.0000,0.1000
129,29821,0.154102,0.168899,0.061974,0.976235,0.020927,1.0000,0.0000,0.0000,0.1000
130,29901,0.079225,0.040572,0.097669,0.976393,0.005988,0.9500,0.0500,0.0000,0.1000
130,29951,0.091420,0.049496,0.069152,0.981566,0.049300,0.9500,0.0500,0.0000,0.1000
130,30001,0.057873,0.054659,0.093812,0.977592,0.086800,1.0000,0.0000,0.0000,0.1000
130,30051,0.135626,0.054010,0.066964,0.975490,0.033355,0.8991,0.1009,0.0000,0.1000
131,30131,0.083028,0.054460,0.092780,0.974681,0.087929,0.9695,0.0305,0.0000,0.1000
131,30181,0.053048,0.055357,0.120807,0.975421,0.032265,1.0000,0.0000,0.0000,0.1000
131,30231,0.068925,0.027688,0.072881,0.977247,0.012750,0.9500,0.0500,0.0000,0.1000
131,30281,0.172475,0.026228,0.102938,0.977960,0.974763,0.9400,0.0600,0.0000,0.1000
132,30361,0.476548,0.452014,0.077879,0.980014,0.697354,1.0000,0.0000,0.0000,0.1000
132,30411,0.165062,0.039534,0.072905,0.972776,0.034934,0.8500,0.1500,0.0000,0.1000
132,30461,0.061404,0.025514,0.089689,0.980865,0.032734,0.9591,0.0409,0.0000,0.1000
132,30511,0.040221,0.038412,0.077760,0.981004,0.056499,1.0000,0.0000,0.0000,0.1000
133,30591,0.084856,0.043585,0.100347,0.974373,0.037440,0.9500,0.0500,0.0000,0.1000
133,30641,0.121545,0.050813,0.068580,0.976487,0.341572,0.9500,0.0500,0.0000,0.1000
133,30691,0.077384,0.024402,0.090764,0.972752,0.042119,0.9400,0.0600,0.0000,0.1000
133,30741,0.170817,0.141206,0.103785,0.980098,0.059813,0.9500,0.0500,0.0000,0.1000
